y_true,y_pred,y_proba
1,0,0.06046059
1,0,0.40814674
0,0,0.29874474
1,1,0.70044565
1,0,0.17349972
0,0,0.10391894
1,0,0.08075304
0,1,0.8463882
0,0,0.10215086
0,0,0.116269626
0,0,0.14240596
0,0,0.2956521
1,1,0.636896
0,0,0.08711667
0,1,0.5155431
0,0,0.079600826
0,0,0.007560976
0,0,0.121975094
0,0,0.07760919
0,0,0.13965078
0,0,0.07250806
0,0,0.13968186
1,1,0.73496836
1,0,0.15187587
0,0,0.09420661
0,0,0.2429698
0,0,0.094236255
0,0,0.17493522
0,0,0.15670079
0,0,0.1888511
0,0,0.13542424
0,0,0.2407784
0,0,0.029346256
1,0,0.29301
0,0,0.32929927
0,0,0.025372367
0,0,0.31124467
0,0,0.23336913
0,0,0.11321451
0,0,0.19331422
0,1,0.8566794
0,0,0.16240689
1,0,0.33296394
0,0,0.098435484
0,0,0.105065584
1,0,0.30953407
0,0,0.46972486
0,0,0.030970477
0,0,0.03862042
0,0,0.08243156
0,0,0.13595103
0,1,0.66634965
0,0,0.12512122
0,0,0.17900126
0,0,0.14942025
0,0,0.022785377
0,0,0.15830116
0,0,0.08735352
1,1,0.86811775
0,0,0.029434565
0,0,0.03163299
0,0,0.09987073
1,1,0.9133642
0,0,0.07026749
0,0,0.017192082
1,1,0.6807909
1,0,0.09239496
0,0,0.24325706
0,0,0.024625815
0,0,0.22647327
0,0,0.05042375
0,0,0.032357715
0,0,0.017176073
0,0,0.05802767
0,0,0.11594762
0,0,0.14119487
0,0,0.24883015
0,0,0.1383927
0,1,0.64148897
0,0,0.20612967
0,0,0.4295131
0,0,0.15410507
1,1,0.8291036
0,0,0.012674457
0,0,0.108086266
0,0,0.11742064
1,0,0.38585255
0,0,0.12846261
1,0,0.3625193
0,0,0.1510396
0,0,0.07130665
0,0,0.04626692
0,0,0.09252636
1,1,0.7745934
0,0,0.1233582
0,0,0.2107618
0,0,0.058934145
0,0,0.07587548
1,0,0.09544999
0,0,0.27151063
1,0,0.28398812
0,0,0.029873474
0,0,0.2168735
1,0,0.40443212
1,1,0.8516131
0,1,0.62190133
0,1,0.8203599
1,1,0.91100454
0,0,0.04399829
0,0,0.34872836
0,0,0.08707226
0,0,0.10441695
0,0,0.076614805
0,0,0.11173562
0,0,0.21761158
0,0,0.06282598
0,0,0.04343893
1,1,0.6290795
0,0,0.17602926
0,0,0.12562566
0,0,0.19650458
0,0,0.05822321
0,0,0.049575966
0,0,0.0035649624
0,0,0.2333417
1,1,0.7305197
0,0,0.029490557
0,0,0.4620677
0,0,0.07790869
0,0,0.048316475
1,0,0.094855644
1,1,0.61225045
1,0,0.29314175
0,0,0.09825965
0,0,0.05191432
0,0,0.08962076
0,0,0.07191885
0,0,0.03173834
0,0,0.04398787
0,0,0.2336418
0,0,0.45719698
1,1,0.5977139
1,0,0.4768517
0,0,0.17434531
0,0,0.18163528
0,0,0.05390009
0,0,0.07837241
1,0,0.09800199
1,0,0.25990537
1,1,0.8110407
0,0,0.004303215
0,0,0.2294218
0,0,0.021594271
1,1,0.798246
0,1,0.5391286
0,0,0.03602604
0,0,0.034557283
0,0,0.05725817
0,0,0.02561436
0,0,0.056251492
0,1,0.5938018
1,0,0.044056017
1,1,0.89066917
1,1,0.900544
1,1,0.8871224
0,0,0.118904315
1,0,0.17421769
0,0,0.02426467
0,0,0.30823493
0,0,0.07790697
1,0,0.2852129
1,0,0.3934693
0,0,0.10388229
0,0,0.022017494
0,0,0.13306455
0,0,0.13167392
1,0,0.32325527
0,0,0.21776778
0,0,0.06410753
1,0,0.12648274
0,0,0.084898986
0,0,0.0143091995
0,0,0.016243031
0,0,0.061343543
0,0,0.018546676
0,0,0.013897241
0,0,0.028373405
1,0,0.3396582
0,0,0.12224531
1,0,0.04896977
0,0,0.05337009
1,1,0.8124879
0,0,0.014760006
0,1,0.53260946
1,1,0.83221203
0,0,0.12539151
0,0,0.17534903
0,0,0.35321602
1,0,0.24623616
0,0,0.034762897
0,0,0.18478225
0,0,0.031117907
0,0,0.092765324
1,0,0.12594993
0,0,0.121090874
0,0,0.050672345
0,0,0.3901444
0,0,0.12910403
0,0,0.02099709
1,0,0.06748738
0,0,0.32663834
0,0,0.038553014
1,1,0.7525318
0,0,0.30261514
0,0,0.019264583
1,0,0.34563208
1,0,0.4497563
0,0,0.09176686
0,0,0.026922295
0,0,0.0720871
0,0,0.47557402
0,0,0.04207994
0,0,0.07313269
0,0,0.09027422
0,0,0.084971406
0,0,0.36791256
0,0,0.015849303
0,0,0.13831095
0,0,0.019702654
0,0,0.05902526
0,0,0.2627967
0,0,0.016969498
1,0,0.082898825
0,0,0.16992433
0,0,0.06585054
0,0,0.2528367
0,1,0.6717562
0,0,0.2189625
0,0,0.35157672
0,0,0.034901615
1,0,0.012546805
0,0,0.058815148
0,0,0.09627995
0,1,0.7407
1,1,0.80754375
0,0,0.03954067
1,0,0.216983
0,0,0.13672613
0,0,0.12473882
0,0,0.13568422
0,0,0.08115567
0,0,0.14852361
0,0,0.060614645
0,0,0.04568877
1,0,0.46676618
0,1,0.8456245
0,0,0.11077387
0,0,0.09226191
0,0,0.022642085
0,0,0.057816766
0,0,0.062917694
0,0,0.24554713
0,0,0.06253965
0,0,0.26677978
1,0,0.048109174
0,0,0.12716804
0,0,0.0027706586
0,0,0.101987876
1,0,0.17069241
0,1,0.72924596
0,0,0.25105825
1,0,0.4119371
0,0,0.024236366
1,0,0.02730694
1,1,0.5028939
0,0,0.03811258
0,0,0.1371524
1,1,0.70133275
0,0,0.01958297
0,0,0.03961428
1,0,0.110848896
0,0,0.011147997
1,1,0.7253557
0,0,0.049853683
0,0,0.015455337
0,0,0.17206524
0,0,0.040344905
0,0,0.035674263
0,0,0.15791433
0,0,0.049990907
0,0,0.09087404
1,0,0.17216581
0,0,0.18025598
0,0,0.1252127
0,0,0.13347189
1,0,0.120176814
0,0,0.041774713
0,0,0.1192426
1,0,0.15046115
0,0,0.1004631
0,0,0.05062644
0,0,0.050354946
0,0,0.08797533
0,0,0.02155127
0,0,0.18310112
0,0,0.010199273
0,0,0.44515955
0,0,0.3818896
0,0,0.27080142
0,0,0.012674893
0,0,0.118382625
0,0,0.17507645
0,0,0.14075795
0,0,0.11775622
0,0,0.05928045
0,0,0.21488133
0,0,0.10041963
0,0,0.027557436
0,0,0.021206213
0,0,0.23048341
0,0,0.41174263
0,0,0.19066672
0,0,0.079794824
0,0,0.013654903
1,0,0.22622736
0,0,0.016806161
0,0,0.020140722
0,0,0.21709909
0,0,0.15242241
1,0,0.030540325
0,1,0.5274884
0,0,0.016166648
0,0,0.054743566
0,0,0.3964517
0,0,0.09247416
0,0,0.20089261
0,0,0.011290133
0,0,0.058994565
0,0,0.13260213
0,0,0.03416001
1,0,0.32844457
0,0,0.46846804
0,0,0.1037316
0,0,0.030831773
0,0,0.051353898
0,0,0.20286062
0,0,0.0029173351
0,0,0.0055868216
0,0,0.44608903
0,0,0.24255176
0,0,0.053530917
0,0,0.018848026
0,0,0.32552257
0,0,0.084645785
1,0,0.09953092
1,0,0.17187633
0,0,0.1167119
1,0,0.31454682
0,0,0.21122989
0,0,0.020703893
0,0,0.39442742
0,0,0.3595912
1,1,0.5670405
1,0,0.28767422
0,0,0.16952607
0,0,0.0749063
0,0,0.033059705
1,0,0.1564464
1,0,0.010794522
0,0,0.17448625
0,0,0.35864967
0,0,0.47593135
0,0,0.23253794
0,0,0.035586007
0,0,0.16709763
0,0,0.1359413
0,0,0.063806
0,0,0.23448901
0,0,0.35921592
0,0,0.16083404
0,0,0.10509816
0,0,0.111359574
0,0,0.18159923
1,1,0.5940995
0,0,0.07294515
0,0,0.12873946
0,0,0.010780203
0,0,0.00826064
0,1,0.7046002
1,1,0.5975833
0,1,0.78651935
0,0,0.036111087
1,0,0.020719523
0,0,0.053782523
0,0,0.011186888
1,0,0.3356194
1,0,0.033908013
1,1,0.77984494
0,0,0.1673792
0,0,0.121602
0,0,0.21839532
0,0,0.02879027
0,0,0.15090166
0,0,0.028340587
0,0,0.18101674
1,0,0.07659895
0,0,0.043375917
1,1,0.55878276
0,0,0.15539567
0,0,0.028130453
0,0,0.07192591
0,0,0.060400993
1,1,0.55114627
0,0,0.014157663
0,0,0.30651465
0,0,0.22186881
0,0,0.009111386
1,0,0.11444053
0,0,0.050232753
0,0,0.04490868
0,0,0.3417393
0,1,0.92161316
0,1,0.515793
0,0,0.025923993
0,0,0.018783912
0,0,0.1757126
0,0,0.03988029
0,0,0.2885129
1,1,0.7791467
0,0,0.06639104
0,0,0.026357912
0,0,0.012468509
0,0,0.46122622
0,0,0.1406703
0,0,0.13468847
0,0,0.06272844
1,0,0.4102223
0,0,0.028259564
0,0,0.055889428
1,0,0.07538022
0,0,0.082921
1,0,0.07769682
0,0,0.044156365
0,0,0.052880302
0,0,0.0734
0,0,0.07774288
0,0,0.30297208
0,0,0.065995306
0,0,0.01746323
1,0,0.40254262
0,0,0.023948167
0,0,0.10172538
0,0,0.4022787
0,0,0.16889049
0,0,0.2001178
0,0,0.008286319
0,0,0.18612628
0,0,0.07084771
0,0,0.17714266
0,0,0.15371564
0,0,0.111212716
0,0,0.15462598
0,0,0.08544612
1,1,0.5467508
0,0,0.057834927
0,0,0.02321152
0,0,0.032041267
0,0,0.05970439
0,0,0.034070298
0,0,0.12355172
0,0,0.13764483
0,0,0.0917923
0,0,0.07923147
1,0,0.35491502
0,1,0.83309525
0,0,0.113485076
0,0,0.3314512
0,0,0.172293
1,1,0.69284767
0,0,0.074853
0,0,0.027979178
0,0,0.030542985
1,0,0.31671327
0,0,0.0060642413
0,1,0.5462796
0,0,0.0601925
0,0,0.19940476
0,0,0.04142339
0,0,0.10921215
1,1,0.58993685
1,0,0.29161885
0,0,0.010857028
1,1,0.6144896
0,0,0.14355755
0,0,0.013427857
0,0,0.11295783
0,0,0.061107267
0,0,0.03349425
1,0,0.02910757
1,1,0.5852673
0,0,0.09301437
0,0,0.106022224
0,0,0.066874325
1,0,0.3898995
0,0,0.14382446
0,0,0.18476368
0,0,0.030783117
1,0,0.1862198
0,0,0.086841114
0,0,0.16848232
1,1,0.6638121
0,0,0.04543095
0,0,0.2781244
1,1,0.835015
0,0,0.11283676
0,0,0.018489044
1,0,0.31549802
0,0,0.024583291
0,0,0.03642712
1,0,0.008233083
0,0,0.13883051
1,0,0.20496298
1,0,0.42699757
1,1,0.7137378
0,0,0.30041167
1,1,0.59474474
0,0,0.09969982
0,0,0.10209509
0,0,0.042180322
0,0,0.032005973
0,0,0.008109333
0,0,0.0052517843
0,0,0.022296838
1,1,0.74461055
1,0,0.22464693
0,0,0.07241639
0,0,0.030586906
0,0,0.23313835
1,1,0.5609747
0,0,0.031955663
0,0,0.2631963
1,1,0.537492
0,0,0.17853774
0,0,0.032970034
0,0,0.08151828
0,0,0.39903492
1,1,0.8175097
0,0,0.100071125
0,1,0.69742906
0,0,0.031248823
0,0,0.052906018
0,0,0.18236253
0,0,0.1643133
1,1,0.82974374
0,0,0.28208548
0,0,0.39947787
0,0,0.05473977
0,0,0.043877542
0,0,0.101300895
0,0,0.17514424
0,0,0.08916139
1,0,0.36227152
0,0,0.10259443
0,0,0.3050683
0,0,0.06883668
0,0,0.07130077
0,0,0.053708993
0,0,0.12956212
0,0,0.049013678
0,0,0.12152691
0,0,0.061962374
0,0,0.12033266
0,0,0.035559505
0,0,0.42047885
0,1,0.7031886
0,0,0.09737579
1,0,0.04420024
0,0,0.05256027
0,0,0.22055936
1,1,0.89150345
0,0,0.1731982
0,0,0.09042434
0,0,0.11202529
1,0,0.30143288
0,0,0.15888219
0,0,0.09079652
0,0,0.17282344
1,1,0.5906271
0,0,0.35623315
0,0,0.141076
0,0,0.22711354
1,0,0.037744004
0,0,0.025093801
1,1,0.53485966
0,0,0.18960169
0,0,0.17067349
0,0,0.16324052
0,0,0.086206526
0,0,0.233058
1,0,0.27961344
0,0,0.16414137
0,0,0.0044406364
0,0,0.048595455
0,0,0.010220572
0,0,0.15398106
0,0,0.14662823
0,0,0.23298614
0,0,0.21130008
0,0,0.0836171
1,1,0.66353947
0,0,0.024635535
0,0,0.25322378
0,0,0.24085462
0,0,0.17384733
0,0,0.016081244
1,0,0.2439914
0,0,0.016140586
0,0,0.08684254
0,0,0.26371318
0,0,0.28262696
0,0,0.34300587
0,0,0.075045325
1,0,0.0412138
1,0,0.1905893
0,0,0.059799984
0,0,0.28651127
1,1,0.5591659
0,0,0.3410727
1,1,0.7946906
1,1,0.51182187
0,0,0.14004767
0,0,0.40556145
1,0,0.1496505
0,0,0.26039988
0,0,0.3941724
0,0,0.07171289
0,0,0.081091866
1,0,0.054861184
0,0,0.1001445
0,0,0.24375059
0,0,0.43682796
0,0,0.23884752
1,0,0.37818944
0,0,0.1392073
1,0,0.060704105
0,0,0.011653614
0,0,0.16491275
0,0,0.33081132
0,0,0.3283748
0,0,0.043472297
0,0,0.22829004
1,1,0.5373303
0,0,0.022831175
0,0,0.14745754
0,0,0.0067264484
0,0,0.19428217
1,0,0.22485553
0,0,0.282418
1,1,0.846937
0,1,0.77487516
0,0,0.020604152
1,0,0.109309904
0,0,0.25372866
0,0,0.10276153
0,0,0.11829026
1,0,0.16430786
0,0,0.01461532
0,1,0.8160347
0,1,0.578818
1,1,0.78249145
0,0,0.10089412
0,0,0.21372333
0,0,0.063546844
0,0,0.07702812
0,0,0.14210938
0,0,0.021511164
1,0,0.104197614
1,1,0.5339949
0,0,0.16391064
0,0,0.35271809
0,0,0.06876692
1,0,0.24571897
0,0,0.07432445
0,0,0.03757453
0,0,0.024957903
1,0,0.03804289
0,0,0.026689636
1,0,0.4630047
0,0,0.09598616
0,0,0.27568182
0,0,0.34770626
0,0,0.10199508
1,0,0.16610226
1,1,0.7666699
0,0,0.10298856
1,0,0.08140289
0,0,0.08386675
1,0,0.14608233
0,0,0.13035968
0,0,0.49623895
0,0,0.027804954
0,0,0.34769046
0,0,0.1952771
0,0,0.061321057
0,0,0.08857895
1,0,0.028883616
1,1,0.52570426
0,0,0.04598679
0,0,0.038428687
1,0,0.046112325
0,0,0.09613391
0,0,0.41264772
0,0,0.12357209
0,0,0.17064182
0,0,0.10003794
0,0,0.14664263
0,0,0.0453368
0,0,0.29600322
0,0,0.14996357
0,0,0.093476705
0,0,0.20098086
0,0,0.23824619
0,0,0.23761173
1,0,0.33371562
0,0,0.08244049
0,0,0.0287839
0,0,0.1492239
0,0,0.099804625
0,0,0.044698816
1,1,0.8125054
0,0,0.0040429477
0,0,0.040527385
0,0,0.045958124
0,0,0.20958811
1,0,0.10465149
1,0,0.46257776
0,0,0.06979308
0,0,0.11835871
0,1,0.7138768
0,0,0.16463064
0,0,0.07591209
0,0,0.4289307
0,0,0.030900557
0,0,0.0822967
1,0,0.45078135
0,0,0.039496128
0,0,0.1028979
0,0,0.05629003
1,0,0.35770223
0,0,0.15791583
0,0,0.2317253
0,0,0.15089494
0,0,0.0789303
0,0,0.021655736
0,0,0.20215984
0,0,0.25303158
0,0,0.20390905
0,0,0.014147758
0,0,0.0311234
1,0,0.15014175
1,1,0.5040933
0,0,0.02441791
0,0,0.20499025
1,0,0.23852105
1,0,0.17183493
0,0,0.1288401
0,0,0.049329005
0,0,0.2466051
1,1,0.5903396
1,0,0.17154169
0,0,0.1403856
1,0,0.18480091
0,0,0.1055668
0,0,0.13272753
0,0,0.38585827
0,1,0.5015794
0,0,0.02544197
0,0,0.02842366
0,0,0.019739846
0,0,0.076054364
0,1,0.91846406
1,1,0.5619694
1,1,0.7322334
0,0,0.15355706
0,0,0.29762042
0,1,0.5385433
0,0,0.027677199
0,0,0.068642
1,0,0.16685715
0,0,0.06332427
0,0,0.08772597
0,1,0.745488
0,0,0.13400495
0,0,0.034529693
0,0,0.03304886
0,0,0.10776205
0,0,0.010104405
0,0,0.1019401
0,0,0.04305328
0,0,0.080977134
1,0,0.06264233
0,0,0.031121738
0,0,0.33529207
0,0,0.44676286
1,0,0.10194781
0,0,0.024190739
0,0,0.28742307
0,0,0.14127517
0,0,0.11696539
0,0,0.4806355
0,0,0.103389636
0,0,0.06266205
0,0,0.14502095
0,0,0.2382563
0,0,0.3715104
1,0,0.014367237
0,0,0.22516523
0,0,0.02366348
0,0,0.21583782
0,0,0.20635541
0,0,0.12857334
0,0,0.057790976
0,0,0.036813773
0,0,0.04714732
0,0,0.014406168
0,0,0.0956889
0,0,0.0054947203
0,0,0.15076302
1,0,0.47891784
0,0,0.06562745
1,0,0.027805803
0,0,0.04605089
0,1,0.725405
1,1,0.9089836
0,0,0.4554986
0,0,0.4320513
0,0,0.027450476
0,0,0.013995327
0,0,0.10520495
0,0,0.121189006
1,1,0.89397967
1,0,0.08693049
0,0,0.019554263
0,0,0.13073821
0,0,0.01547989
0,0,0.19811095
0,0,0.14318523
0,0,0.11311896
0,0,0.07788338
0,0,0.11016964
0,0,0.11328315
1,1,0.7692743
0,1,0.95218617
0,0,0.13805564
0,0,0.026470315
0,0,0.071171544
1,1,0.84537554
0,0,0.031481877
0,0,0.13400775
0,0,0.040367164
0,0,0.052807376
1,0,0.43244112
0,0,0.19017377
0,0,0.18759
0,0,0.12714179
1,1,0.6614883
1,1,0.69451416
0,0,0.08214693
0,0,0.0329098
1,0,0.0499241
0,0,0.0905984
0,0,0.0614707
1,0,0.039802495
0,0,0.042681508
0,0,0.27110472
0,0,0.030849526
0,1,0.8603088
1,0,0.052456517
0,0,0.28716823
0,0,0.015381409
0,0,0.24762401
0,0,0.06064344
0,0,0.09901999
1,1,0.6240786
0,0,0.33529615
0,0,0.04830776
0,1,0.8579607
0,0,0.19720715
0,0,0.04143641
0,0,0.20709786
0,0,0.03388805
0,0,0.12873967
1,0,0.19129536
0,1,0.8527896
0,0,0.10380065
0,0,0.07597396
1,1,0.82501185
0,0,0.16635655
0,0,0.2536239
1,0,0.15681507
1,0,0.3219364
0,0,0.124192744
0,0,0.04625399
1,1,0.6848189
1,0,0.31327656
0,1,0.5978866
0,0,0.10666972
0,0,0.1661203
0,0,0.05324738
0,0,0.026212405
0,0,0.14089371
0,0,0.022361357
0,1,0.96338606
0,0,0.08925445
0,0,0.35228696
0,1,0.7864194
1,0,0.32721356
0,0,0.27992678
0,0,0.008119119
0,0,0.07371992
0,0,0.0150941275
1,0,0.18285283
0,0,0.19379267
1,1,0.81787336
0,0,0.20681234
0,0,0.03301788
0,0,0.02627025
0,1,0.8287625
0,0,0.007206601
0,0,0.20034532
0,0,0.21380177
1,0,0.22993302
0,0,0.082642466
0,0,0.17887548
0,0,0.101554856
0,0,0.046435826
0,0,0.11746566
0,0,0.3099821
0,0,0.114414155
1,0,0.18907195
0,0,0.017006062
1,0,0.022247998
0,0,0.28195733
0,0,0.023209542
0,0,0.43450782
1,1,0.5713978
0,0,0.12819137
1,0,0.087212406
1,1,0.7000326
0,0,0.035820603
0,0,0.37040058
0,0,0.13779858
0,0,0.016404618
0,0,0.0976072
1,1,0.97301394
0,0,0.061082605
0,0,0.18346529
0,0,0.14240685
0,0,0.06475404
0,0,0.12690894
0,1,0.7996755
0,0,0.00471398
1,0,0.44210854
1,1,0.97318053
0,0,0.004138067
0,0,0.20573296
0,0,0.075571865
0,0,0.07537006
0,0,0.18451095
0,0,0.13615327
0,0,0.21577862
0,0,0.12805176
0,0,0.0045106728
0,0,0.052990098
0,0,0.31329754
1,1,0.74839157
0,0,0.06878434
0,0,0.136804
1,1,0.8017826
0,0,0.41298914
0,0,0.44318083
0,0,0.07690936
0,0,0.26588643
0,0,0.08937061
0,0,0.20661592
0,0,0.18823497
1,0,0.30936703
0,0,0.011107092
0,0,0.07298756
1,0,0.018290468
0,0,0.05773072
0,0,0.03489337
0,0,0.03029595
0,0,0.08910555
0,0,0.3823372
0,0,0.17050467
0,0,0.21543911
0,0,0.23954628
0,0,0.0069552828
0,0,0.004769169
0,0,0.17476241
0,0,0.1441182
0,0,0.06665312
0,0,0.042352904
1,1,0.89502627
0,0,0.079780996
0,0,0.10813902
0,0,0.033517502
0,0,0.23675172
0,1,0.6297116
0,0,0.16266227
0,0,0.19615039
1,1,0.8753457
0,0,0.017062424
0,0,0.12200213
0,0,0.009874293
1,0,0.32222047
0,0,0.1695632
1,0,0.31932333
0,0,0.32404044
0,0,0.060387053
0,0,0.13846698
0,0,0.22169493
1,0,0.13285421
0,0,0.020559527
1,0,0.10660725
0,0,0.0422889
0,0,0.15715422
1,0,0.112843856
0,0,0.38635993
0,0,0.49392715
0,0,0.08184428
0,0,0.031869315
0,0,0.021535274
0,0,0.033152744
0,0,0.07029444
0,0,0.12608413
0,0,0.19985282
0,0,0.14119788
0,0,0.023687674
1,0,0.043277528
0,0,0.13741328
1,0,0.072901726
0,0,0.09438557
1,0,0.16378258
0,0,0.032243278
0,0,0.024581376
0,0,0.17658344
1,0,0.12642638
1,0,0.20720917
0,0,0.010631977
0,0,0.103155196
1,0,0.189241
0,0,0.13139625
0,0,0.22140679
1,0,0.1121441
0,0,0.17675544
0,1,0.9417498
0,0,0.097421885
0,0,0.12392878
0,0,0.33975717
0,0,0.026357763
0,0,0.13480967
0,0,0.087216504
0,0,0.075250864
0,0,0.19311161
1,0,0.4624611
0,0,0.15907325
0,0,0.12703724
0,0,0.03710839
0,0,0.02319732
1,0,0.3072986
0,0,0.11326481
0,0,0.072804675
1,0,0.47287086
1,0,0.30430073
0,0,0.2772968
1,1,0.73753583
0,0,0.057678316
1,0,0.1512355
1,0,0.11466935
0,0,0.09751922
1,1,0.57853025
0,0,0.2934915
0,0,0.4226263
0,0,0.3320178
0,0,0.15433608
0,0,0.04339089
0,0,0.37918094
0,0,0.1883956
0,0,0.009222572
0,1,0.51946115
0,0,0.025021018
1,0,0.16376741
1,0,0.111879274
0,0,0.025171546
0,0,0.028159622
0,0,0.19389921
1,0,0.044152997
1,1,0.50515515
1,1,0.7427882
0,0,0.26382393
1,0,0.044262186
0,0,0.07230861
0,1,0.5298757
0,0,0.18959208
0,0,0.032865547
0,0,0.15690336
1,1,0.8357968
0,0,0.066159435
0,0,0.061701506
0,0,0.24364835
0,0,0.22204208
0,0,0.06674474
0,0,0.14042957
1,0,0.033597376
0,0,0.25378034
0,0,0.18550819
1,0,0.11250465
0,0,0.082453474
0,0,0.0045351563
1,0,0.0921122
1,0,0.17794605
0,0,0.20690641
0,0,0.034721397
0,0,0.03541747
1,0,0.06284874
0,0,0.033423662
0,0,0.15633558
0,1,0.56244457
0,0,0.3906254
0,0,0.048564754
0,0,0.2251471
1,0,0.16923505
0,0,0.15641288
0,0,0.17870286
0,0,0.32615796
0,0,0.3199776
0,0,0.029327296
0,0,0.06763059
0,0,0.1525208
0,0,0.027505133
1,0,0.03458624
0,0,0.14305624
1,0,0.0645112
0,0,0.016246894
0,0,0.09842869
0,0,0.009265926
0,0,0.018202666
0,1,0.74444175
0,0,0.016526658
0,0,0.060799956
1,0,0.1958513
0,0,0.20942368
0,0,0.3209289
1,1,0.904495
0,0,0.17528848
0,0,0.20722547
0,0,0.103992164
0,0,0.2812512
0,0,0.061877895
0,0,0.1632434
0,0,0.021575214
1,0,0.022793682
0,0,0.064378604
0,0,0.33989045
0,0,0.0926779
0,0,0.32596758
0,0,0.39595693
1,0,0.31795955
0,0,0.028627776
0,0,0.029062644
1,1,0.813227
0,0,0.020673418
0,0,0.11040965
0,0,0.059242908
0,0,0.0643344
0,0,0.12111948
0,0,0.13553023
0,0,0.018189743
0,0,0.06557417
1,0,0.09911913
0,0,0.34495872
0,0,0.280734
1,1,0.85716546
0,0,0.06734079
0,0,0.3077903
1,1,0.67277294
