limite_credito,sexo,escolaridade,casamento,idade,atraso_0,atraso_2,atraso_3,atraso_4,atraso_5,atraso_6,fatura_mes1,fatura_mes2,fatura_mes3,fatura_mes4,fatura_mes5,fatura_mes6,pagto_mes1,pagto_mes2,pagto_mes3,pagto_mes4,pagto_mes5,pagto_mes6,proporcao_pago_1,proporcao_pago_2,proporcao_pago_3,proporcao_pago_4,proporcao_pago_5,proporcao_pago_6,inadimplente_real,inadimplente_pred,inadimplente_proba
340000.0,Feminino,Universidade,Casado,46,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.30457089545096094
10000.0,Masculino,Universidade,Solteiro,23,0,0,2,0,0,0,2427.0,6109.0,2736.0,3654.0,3729.0,9446.0,3775.0,0.0,1000.0,75.0,994.0,0.0,1.5547775947281712,0.0,0.3653635367190354,0.0205198358413132,0.2664879356568365,0.0,1,0,0.3210947122400264
100000.0,Masculino,Pós-graduação,Solteiro,32,0,0,0,0,0,0,26127.0,26608.0,24689.0,25699.0,26809.0,25836.0,2000.0,2000.0,1700.0,1500.0,1500.0,1700.0,0.0765462339252908,0.0751625389905671,0.0688537869582827,0.0583657587548638,0.0559492726594554,0.0657971126678794,0,0,0.08471491991133064
70000.0,Masculino,Ensino médio,Casado,50,2,3,2,2,2,0,56781.0,55327.0,52927.0,30432.0,16546.0,16722.0,2.0,3.0,2214.0,0.0,600.0,800.0,3.522242964319679e-05,5.422209369577791e-05,0.0418304111245465,0.0,0.0362603493080316,0.047838306523949,1,1,0.7550342210106251
50000.0,Masculino,Universidade,Solteiro,24,1,3,3,2,2,0,53890.0,54084.0,52026.0,51899.0,50836.0,47828.0,2200.0,0.0,1800.0,105.0,2300.0,1600.0,0.0408231430108923,0.0,0.0345974205700886,0.0020231213872832,0.0452426382359305,0.033452507892701,0,0,0.48838279203998386
20000.0,Masculino,Universidade,Casado,50,1,2,2,2,0,0,18206.0,18217.0,19930.0,780.0,780.0,0.0,1000.0,3000.0,0.0,0.0,0.0,0.0,0.0549239303564563,0.1646723021187836,0.0,0.0,0.0,0.0,0,1,0.506736477980662
20000.0,Masculino,Universidade,Casado,27,0,0,0,3,2,0,6599.0,9315.0,19067.0,18472.0,18037.0,18487.0,3000.0,10000.0,0.0,0.0,900.0,2000.0,0.4545454545454545,1.07342206955775,0.0,0.0,0.0498946668145027,0.1081782778018174,0,0,0.3055929065008315
20000.0,Masculino,Universidade,Solteiro,27,0,0,0,0,-2,-2,2003.0,2948.0,3372.0,0.0,0.0,0.0,1086.0,1000.0,0.0,0.0,0.0,0.0,0.5419161676646707,0.339097999321804,0.0,0.0,0.0,0.0,0,0,0.25405048816956477
10000.0,Masculino,Universidade,Solteiro,40,0,0,0,0,0,0,9649.0,10084.0,9421.0,9997.0,9799.0,10163.0,1500.0,1200.0,1137.0,329.0,500.0,251.0,0.155440414507772,0.1189885969261279,0.1206750159201868,0.0329065813162632,0.0510204081632653,0.0246950019677292,1,0,0.26908525938424643
280000.0,Feminino,Universidade,Solteiro,37,-1,-1,-1,-1,-1,-1,1876.0,2716.0,1876.0,1876.0,1876.0,1870.0,2716.0,1876.0,1876.0,1876.0,1870.0,10267.0,1.4469898774640384,0.6904674273095326,0.9994672349493872,0.9994672349493872,0.9962706446457112,5.48743987172635,0,0,0.10737920394805639
110000.0,Masculino,Universidade,Casado,36,1,2,0,0,0,0,112875.0,108481.0,108418.0,105373.0,71733.0,61020.0,0.0,4308.0,3196.0,2536.0,2322.0,2001.0,0.0,0.039711657233458,0.0294782279858696,0.0240666578093267,0.0323695876432375,0.0327919896429098,0,0,0.37249040780045223
160000.0,Feminino,Pós-graduação,Casado,35,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1404.0,0.0,0.0,0.0,0.0,0.0,1404.0,1,0,0.31168876820312114
20000.0,Feminino,Pós-graduação,Solteiro,33,0,0,3,3,2,2,11391.0,16180.0,16635.0,16082.0,15529.0,16525.0,5000.0,1000.0,0.0,0.0,1400.0,0.0,0.4389044943820224,0.0618008775724615,0.0,0.0,0.0901481004507405,0.0,0,1,0.5211350447017129
160000.0,Masculino,Pós-graduação,Casado,44,0,0,0,0,0,0,156400.0,157923.0,158746.0,153208.0,154163.0,155344.0,7200.0,8000.0,5510.0,5800.0,6000.0,5500.0,0.0460355112818971,0.0506572781844431,0.03470931734143,0.0378567838703992,0.0389195921226745,0.0354050661431008,0,0,0.08283719623424039
320000.0,Feminino,Universidade,Solteiro,24,-1,-1,-1,0,-1,-1,44500.0,51257.0,54659.0,35196.0,71244.0,35299.0,51334.0,54726.0,103.0,71404.0,35448.0,47699.0,1.1535471113008695,1.0676577314760622,0.0018843761434321,2.02869562746825,0.4975507053126535,1.3512464589235127,0,0,0.017181715791923003
400000.0,Feminino,Universidade,Casado,34,-1,-1,-1,-1,0,0,41305.0,206028.0,21153.0,15631.0,14417.0,12228.0,206032.0,21153.0,15948.0,10000.0,10000.0,22934.0,4.987943640149131,0.1026700124739721,0.75389997163657,0.6397134083930399,0.6935774726036898,1.875378199362172,0,0,0.028424771483804505
210000.0,Masculino,Pós-graduação,Solteiro,26,0,0,0,0,0,0,204824.0,209873.0,214775.0,111893.0,107697.0,105578.0,10000.0,10000.0,5000.0,4000.0,4000.0,4000.0,0.0488221652630294,0.047647636200768,0.0232800685365217,0.0357481187552505,0.0371408939813181,0.0378863220905672,0,0,0.08201587712460714
50000.0,Feminino,Pós-graduação,Casado,33,2,2,2,2,2,2,40669.0,43102.0,44313.0,45286.0,44256.0,47549.0,3424.0,2200.0,2000.0,0.0,4000.0,2300.0,0.0841898205065158,0.0510405308215205,0.0451324637811978,0.0,0.0903811826377748,0.0483701366982124,1,1,0.8038253048550703
200000.0,Masculino,Pós-graduação,Solteiro,31,0,0,0,0,0,0,6618.0,6777.0,7957.0,4667.0,76187.0,74900.0,1900.0,3008.0,3500.0,73000.0,2700.0,3800.0,0.2870524248375887,0.4437887282384184,0.4398089972354863,15.638389031705229,0.035438651756182,0.0507336350649524,0,0,0.06894919935154542
70000.0,Masculino,Universidade,Solteiro,41,0,0,0,0,0,0,69866.0,63679.0,54762.0,38750.0,39924.0,37757.0,10000.0,5090.0,2000.0,2000.0,4000.0,2000.0,0.1431290881245795,0.079930904522613,0.0365210087102605,0.0516115713142886,0.1001878522229179,0.0529689072514434,0,0,0.0805750087485716
50000.0,Feminino,Universidade,Solteiro,25,0,0,0,0,0,0,33703.0,30857.0,28481.0,27634.0,26691.0,26329.0,1800.0,1800.0,1400.0,915.0,1500.0,1500.0,0.0534061239022074,0.058331713007972,0.0491538515553683,0.0331101863578795,0.0561966132174434,0.0569692366122294,0,0,0.13049002303882906
50000.0,Feminino,Universidade,Solteiro,47,0,0,0,0,0,0,39296.0,40638.0,41741.0,45982.0,43041.0,42957.0,2000.0,1759.0,5000.0,1525.0,1569.0,3000.0,0.0508944703158001,0.0432835453628288,0.1197834315557472,0.0331644303329491,0.0364527670647274,0.0698356534289305,0,0,0.12339267431182038
30000.0,Feminino,Ensino médio,Outros,61,2,2,0,0,0,0,24453.0,23212.0,23964.0,24434.0,21340.0,5624.0,0.0,1522.0,1200.0,428.0,112.0,0.0,0.0,0.0655667083099987,0.0500730231587732,0.0175158583998363,0.0052481139590459,0.0,0,1,0.6051739482766467
60000.0,Feminino,Universidade,Solteiro,34,2,0,0,0,0,-1,60707.0,59675.0,59690.0,59513.0,28494.0,29149.0,2102.0,2922.0,1586.0,570.0,31110.0,1212.0,0.0346247611517427,0.0489644078021315,0.026570169707326,0.0095775783849178,1.0917704860501842,0.0415780445969125,0,0,0.49147771399033885
180000.0,Feminino,Desconhecido,Casado,54,0,0,0,0,0,0,87695.0,88545.0,90403.0,92245.0,94082.0,96050.0,3200.0,3279.0,3343.0,3366.0,3483.0,3507.0,0.0364896916621054,0.0370315993946649,0.0369784522808725,0.0364893870736942,0.0370205031727304,0.0365118530780522,0,0,0.09319231879321724
50000.0,Masculino,Ensino médio,Solteiro,36,0,0,0,0,-2,-2,47911.0,48418.0,7000.0,0.0,0.0,0.0,2166.0,1000.0,0.0,0.0,0.0,0.0,0.0452078811153781,0.0206530494227472,0.0,0.0,0.0,0.0,0,0,0.1423618230644376
210000.0,Masculino,Universidade,Solteiro,35,0,0,0,0,0,0,131956.0,134755.0,139089.0,140488.0,143649.0,146834.0,5000.0,6507.0,5200.0,5500.0,5500.0,5510.0,0.0378911312018309,0.0482872747781174,0.0373858652670932,0.0391489725174212,0.0382875043508527,0.0375251132223243,0,0,0.08235182122683728
270000.0,Feminino,Universidade,Casado,32,1,2,2,2,2,2,234752.0,233036.0,229286.0,217644.0,223690.0,221413.0,10000.0,8000.0,0.0,16000.0,8000.0,0.0,0.0425979646692481,0.0343293125126052,0.0,0.0735142089181924,0.0357636203512881,0.0,1,0,0.4920067271958508
50000.0,Masculino,Ensino médio,Casado,53,0,0,0,0,0,0,48684.0,49466.0,50544.0,25381.0,9652.0,9464.0,1974.0,2442.0,1669.0,330.0,1342.0,330.0,0.0405463695183321,0.0493662441627751,0.0330200811158373,0.0130013395319517,0.1390241375738112,0.0348652931854199,0,0,0.1454191742829701
150000.0,Feminino,Pós-graduação,Solteiro,37,-1,-1,-1,-1,0,0,20224.0,24837.0,4159.0,15089.0,2233.0,0.0,24840.0,4159.0,17589.0,0.0,0.0,500.0,1.2281829419035846,0.1674450438843707,4.228125,0.0,0.0,500.0,0,0,0.08751136533602694
200000.0,Feminino,Pós-graduação,Casado,30,1,2,2,2,-1,-1,38398.0,20693.0,27932.0,12585.0,45031.0,19836.0,0.0,15015.0,0.0,45031.0,20000.0,45010.0,0.0,0.7255726297477529,0.0,3.577864293659622,0.4441286196482501,2.2689922871401924,0,0,0.30549750065653364
380000.0,Feminino,Pós-graduação,Solteiro,27,-1,0,0,0,0,0,119628.0,36965.0,32932.0,37368.0,35543.0,36756.0,3250.0,6200.0,5000.0,1543.0,1776.0,1483.0,0.0271673256484631,0.167721690201807,0.1518233990222573,0.0412909095774572,0.049966239027684,0.0403460565334494,0,0,0.054805129558830476
280000.0,Feminino,Ensino médio,Solteiro,47,2,2,-1,-1,2,-1,1792.0,0.0,2292.0,1153.0,607.0,3076.0,0.0,2292.0,1153.0,0.0,3076.0,4983.0,0.0,2292.0,0.5028347143480157,0.0,5.059210526315789,1.619434514137147,1,1,0.7368829696052656
60000.0,Feminino,Universidade,Casado,36,-2,-2,-2,-2,-2,-2,0.0,2426.0,3367.0,2898.0,11768.0,3983.0,2426.0,3367.0,2898.0,11768.0,3983.0,0.0,2426.0,1.3873094355170994,0.8604513064133017,4.059330803725422,0.3384314725125329,0.0,0,0,0.10141611592315049
20000.0,Feminino,Pós-graduação,Solteiro,26,1,2,2,2,2,2,18194.0,19043.0,18451.0,19961.0,19229.0,19694.0,1446.0,0.0,1956.0,0.0,651.0,0.0,0.079472382522671,0.0,0.1060047691307175,0.0,0.0338533541341653,0.0,1,1,0.5279624798101892
670000.0,Masculino,Pós-graduação,Solteiro,29,0,0,0,0,0,0,244663.0,243209.0,229265.0,228114.0,232795.0,237726.0,10000.0,8000.0,8500.0,8190.0,9000.0,8000.0,0.0408723800804368,0.032893384318079,0.0370748388334947,0.0359029436906823,0.0386604580834722,0.0336520462547375,0,0,0.11814171102144487
30000.0,Feminino,Universidade,Casado,22,1,2,2,0,0,-2,14274.0,14367.0,13296.0,12516.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0700525394045534,0.0,0.0,0.0,0.0,0.0,1,0,0.4912178235928446
50000.0,Masculino,Universidade,Solteiro,48,0,0,0,0,2,0,4975.0,6878.0,8106.0,9962.0,9656.0,11328.0,2000.0,1500.0,2000.0,0.0,2000.0,1000.0,0.4019292604501607,0.2180549498473615,0.2467003823855927,0.0,0.2071036553795174,0.0882690440462529,1,0,0.26614097652677354
20000.0,Feminino,Pós-graduação,Casado,43,-1,-1,-1,0,0,-2,1716.0,4019.0,2500.0,1000.0,0.0,0.0,4027.0,2500.0,0.0,0.0,0.0,0.0,2.345369831100757,0.6218905472636815,0.0,0.0,0.0,0.0,0,0,0.27729745658018223
280000.0,Feminino,Universidade,Solteiro,29,-2,-2,-2,-2,-2,-2,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5017.0,0.0,0.0,0.0,0.0,0.0,5017.0,0,0,0.17871705546973804
90000.0,Feminino,Universidade,Casado,27,1,-1,-1,-1,-1,-1,0.0,1191.0,-21.0,2130.0,3486.0,1495.0,1191.0,0.0,2151.0,3486.0,1495.0,0.0,1191.0,0.0,-107.55,1.635851712810887,0.4287353025523372,0.0,0,0,0.23097291096259706
90000.0,Feminino,Pós-graduação,Casado,41,-1,-1,-1,-1,-1,-1,6160.0,3274.0,6190.0,307.0,2870.0,670.0,3276.0,6246.0,307.0,2870.0,670.0,1362.0,0.5317318617107613,1.907175572519084,0.0495881117751574,9.318181818181818,0.2333681644026471,2.029806259314456,0,0,0.16281087751443102
50000.0,Feminino,Pós-graduação,Solteiro,25,0,0,0,0,0,0,50051.0,46768.0,48124.0,48171.0,19401.0,19412.0,1754.0,2500.0,1781.0,2000.0,695.0,1000.0,0.0350435547031087,0.0534542111227522,0.0370077922077922,0.0415178942124055,0.0358210493763529,0.0515118734868387,0,0,0.1046396407528471
360000.0,Feminino,Universidade,Solteiro,39,-1,2,2,-2,-2,-2,655.0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2818457399394611
180000.0,Masculino,Universidade,Solteiro,29,0,0,0,0,0,0,177554.0,175969.0,174812.0,177252.0,129190.0,130431.0,6500.0,7000.0,7100.0,5000.0,5000.0,5000.0,0.0366083748697586,0.0397795078706597,0.0406148284166509,0.0282082672789741,0.0387023863891447,0.0383341511285574,0,0,0.05403654498619738
310000.0,Feminino,Pós-graduação,Solteiro,31,-2,-2,-2,-2,-2,-2,9108.0,24480.0,6864.0,0.0,150.0,150.0,24485.0,6864.0,0.0,150.0,150.0,271.0,2.688000878252278,0.2803807034026387,0.0,150.0,0.9933774834437086,1.794701986754967,0,0,0.06100894361015689
580000.0,Masculino,Pós-graduação,Casado,35,-2,-2,-1,0,-1,0,9238.0,0.0,1758.0,2886.0,3733.0,3040.0,0.0,1758.0,2014.0,3793.0,7.0,2138.0,0.0,1758.0,1.144968732234224,1.3138205749913403,0.0018746652383502,0.703058204537981,0,0,0.09385240062226051
50000.0,Masculino,Ensino médio,Casado,36,0,0,0,0,0,0,36809.0,24248.0,18588.0,18958.0,19355.0,19788.0,1601.0,1309.0,679.0,703.0,755.0,396.0,0.043493615865254,0.0539816074889686,0.0365269783205121,0.0370800147687114,0.0390059929737549,0.0200111172873818,0,0,0.18464202471579638
140000.0,Masculino,Pós-graduação,Solteiro,29,0,0,0,2,2,2,11693.0,13490.0,16747.0,16183.0,17762.0,17327.0,2000.0,3500.0,0.0,2000.0,0.0,5000.0,0.1710278775440396,0.2594322140686383,0.0,0.1235788433020266,0.0,0.288550323176362,0,0,0.3579478105692597
360000.0,Masculino,Pós-graduação,Solteiro,29,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3114900197687767
60000.0,Masculino,Pós-graduação,Solteiro,27,0,0,0,-2,-2,-2,10908.0,13331.0,0.0,0.0,0.0,0.0,8331.0,0.0,0.0,0.0,0.0,3860.0,0.7636813640113668,0.0,0.0,0.0,0.0,3860.0,0,0,0.1631600337333867
50000.0,Feminino,Universidade,Casado,37,0,0,0,0,-1,0,23325.0,21940.0,20718.0,24048.0,5017.0,3570.0,1400.0,1200.0,5000.0,5017.0,71.0,2710.0,0.0600188630712509,0.054692128891117,0.2413243882426758,0.2086157428583309,0.0141490633718612,0.7588910669280313,0,0,0.13636039848911613
430000.0,Feminino,Pós-graduação,Solteiro,29,0,0,0,0,0,0,111409.0,114071.0,116749.0,118319.0,121351.0,125225.0,6000.0,6000.0,5000.0,5000.0,6000.0,5000.0,0.053855129701104,0.0525983589312013,0.0428265524625267,0.0422582826233941,0.049442942843958,0.0399278105185824,0,0,0.02049836663408952
210000.0,Feminino,Universidade,Casado,46,-1,-1,-1,0,-1,-1,3095.0,2768.0,5536.0,2768.0,1075.0,2006.0,2768.0,5536.0,0.0,1075.0,2006.0,1344.0,0.8940568475452196,1.9992777175875769,0.0,0.3882267966775009,1.8643122676579928,0.6696562032884903,1,0,0.1636083079549488
160000.0,Feminino,Pós-graduação,Casado,35,1,-2,-2,-2,-1,-1,0.0,0.0,0.0,0.0,1240.0,0.0,0.0,0.0,0.0,1240.0,0.0,0.0,0.0,0.0,0.0,1240.0,0.0,0.0,0,0,0.21930176419570474
500000.0,Masculino,Pós-graduação,Casado,54,0,0,0,0,0,0,493251.0,496315.0,480411.0,489978.0,493062.0,474301.0,18725.0,18000.0,17534.0,17649.0,18007.0,20000.0,0.0379623397370917,0.0362672168537786,0.036497839354554,0.0360199110574126,0.0365206880256681,0.0421672267879958,0,0,0.08999644719508984
210000.0,Feminino,Ensino médio,Casado,45,-1,-1,-1,-1,-1,-1,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,10798.0,0.9976798143851509,0.9976798143851509,0.9976798143851509,0.9976798143851509,0.9976798143851509,25.05336426914153,0,0,0.2400041470297097
200000.0,Feminino,Pós-graduação,Solteiro,25,0,0,0,0,0,0,190123.0,194059.0,194464.0,76223.0,77822.0,80598.0,8487.0,5105.0,3000.0,2828.0,4073.0,1794.0,0.0446392880435926,0.0263062970215397,0.0154269405805671,0.0371011754827875,0.052336712796988,0.0222583406742019,0,0,0.1647065788388184
130000.0,Feminino,Ensino médio,Solteiro,25,-1,-1,-1,-1,-1,-1,250.0,174.0,1214.0,1125.0,139.0,0.0,174.0,1214.0,1125.0,139.0,0.0,391.0,0.6932270916334662,6.937142857142857,0.925925925925926,0.1234458259325044,0.0,391.0,0,0,0.21948602758438904
30000.0,Masculino,Universidade,Solteiro,34,2,0,0,4,3,2,18402.0,19785.0,24633.0,23961.0,23289.0,22779.0,2000.0,5500.0,0.0,0.0,0.0,3400.0,0.1086779329457153,0.2779743252805013,0.0,0.0,0.0,0.1492537313432835,0,1,0.742456936516992
30000.0,Masculino,Ensino médio,Casado,58,0,0,0,0,0,0,19143.0,20168.0,21229.0,21495.0,21800.0,22437.0,1640.0,1700.0,915.0,800.0,1000.0,1961.0,0.0856665273715002,0.0842877683573801,0.0430993876589731,0.0372162262746557,0.0458694555295628,0.0873963811391389,0,0,0.12436196478952943
100000.0,Masculino,Universidade,Solteiro,26,0,0,0,0,0,0,73070.0,74847.0,97369.0,98232.0,97752.0,0.0,10000.0,43000.0,5000.0,3000.0,0.0,0.0,0.1368531975749613,0.574497648567764,0.0513505186402382,0.0305396353567538,0.0,0.0,0,0,0.043343133365453236
60000.0,Feminino,Pós-graduação,Solteiro,46,0,0,0,0,0,2,30073.0,18385.0,20732.0,21196.0,23175.0,22724.0,3000.0,3000.0,1000.0,3000.0,0.0,3500.0,0.099753940280641,0.1631676275426955,0.0482322866927121,0.1415294617162806,0.0,0.154015401540154,0,0,0.15429597455583038
80000.0,Feminino,Universidade,Casado,26,0,0,2,4,3,2,32183.0,34454.0,39559.0,38640.0,37721.0,39965.0,2820.0,6000.0,0.0,0.0,3000.0,0.0,0.087621178225205,0.174140182847192,0.0,0.0,0.0795291872117067,0.0,1,0,0.34852308570293744
200000.0,Masculino,Pós-graduação,Casado,42,1,-1,-1,-1,-1,-1,0.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,581.0,0.9982817869415808,0.9982817869415808,0.9982817869415808,0.9982817869415808,0.9982817869415808,1,0,0.1924453772916699
120000.0,Feminino,Universidade,Casado,28,0,0,0,0,0,0,103676.0,96833.0,78920.0,74310.0,75710.0,77503.0,3283.0,3000.0,5000.0,3000.0,3000.0,4000.0,0.0316656539058807,0.0309808538323316,0.0633544937342405,0.0403708737602777,0.0396243610571779,0.0516102394715111,0,0,0.07648727143900726
170000.0,Masculino,Ensino médio,Casado,45,0,0,0,0,0,0,165315.0,170562.0,170024.0,32898.0,34869.0,73932.0,8000.0,4000.0,3000.0,2500.0,5000.0,3000.0,0.0483921701468702,0.0234517451029824,0.0176444640494045,0.0759901516763427,0.143389733295096,0.0405772794286719,0,0,0.10684188680363599
120000.0,Masculino,Pós-graduação,Solteiro,27,-1,-1,-1,-1,-1,-1,880.0,880.0,880.0,880.0,880.0,1030.0,880.0,880.0,880.0,880.0,1030.0,880.0,0.9988649262202044,0.9988649262202044,0.9988649262202044,0.9988649262202044,1.1691259931895572,0.8535402521823472,0,0,0.21628494250887856
50000.0,Feminino,Universidade,Solteiro,25,3,3,2,2,2,2,35592.0,36518.0,36822.0,37421.0,38424.0,39035.0,1800.0,1200.0,1500.0,1750.0,1390.0,0.0,0.050571741634591,0.0328596073276924,0.0407354099340086,0.0467639356528245,0.0361743656473649,0.0,1,1,0.743758867503387
160000.0,Masculino,Universidade,Casado,37,2,-1,-1,-1,-1,-1,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,833.0,0.998800959232614,0.998800959232614,0.998800959232614,0.998800959232614,0.998800959232614,0.998800959232614,1,0,0.3457290901167642
360000.0,Masculino,Pós-graduação,Solteiro,29,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.3114900197687767
50000.0,Masculino,Universidade,Solteiro,30,0,0,0,0,0,0,16397.0,17378.0,17523.0,18467.0,17865.0,18234.0,1572.0,1617.0,1561.0,759.0,779.0,908.0,0.0958653494328576,0.0930433281546694,0.089077836110477,0.0410981156595191,0.0436023732228814,0.0497943515217987,0,0,0.15498916068961088
230000.0,Feminino,Pós-graduação,Solteiro,24,0,0,0,0,0,0,69158.0,73712.0,68831.0,61534.0,25914.0,36313.0,8149.0,2214.0,5904.0,5542.0,15502.0,5000.0,0.1178299281366127,0.0300354075943185,0.0857740585774058,0.0900625660193385,0.598186378545244,0.1376879440436195,0,0,0.04651953708194721
100000.0,Feminino,Universidade,Solteiro,56,0,0,2,0,0,0,97549.0,102864.0,98969.0,70352.0,68186.0,68538.0,9300.0,0.0,2500.0,2700.0,2700.0,2600.0,0.0953357252690927,0.0,0.0252601798524805,0.0383778943328642,0.0395969906287122,0.0379346065743591,1,0,0.17272921102776995
80000.0,Masculino,Universidade,Casado,36,3,2,2,4,4,3,600.0,600.0,600.0,600.0,600.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8043655750009912
30000.0,Feminino,Ensino médio,Solteiro,36,2,2,2,2,2,2,25437.0,26734.0,26011.0,27353.0,26776.0,28620.0,2000.0,0.0,2078.0,0.0,2291.0,0.0,0.0786225332180202,0.0,0.0798862063662924,0.0,0.0855585016992194,0.0,1,1,0.7704862147943957
10000.0,Masculino,Desconhecido,Casado,43,-1,0,0,0,-2,-2,17560.0,9829.0,3604.0,0.0,0.0,0.0,2537.0,1000.0,0.0,0.0,0.0,0.0,0.1444678549057571,0.1017293997965412,0.0,0.0,0.0,0.0,1,0,0.2521777240660445
200000.0,Feminino,Pós-graduação,Casado,42,0,0,0,0,0,0,23242.0,24575.0,25284.0,25938.0,26478.0,26889.0,1711.0,1420.0,1074.0,1107.0,1000.0,1000.0,0.0736135610721507,0.0577799479166666,0.0424757761518687,0.0426770500019276,0.0377657766531968,0.0371885459278542,0,0,0.08029361697751941
30000.0,Feminino,Universidade,Casado,24,1,2,2,2,2,2,29654.0,28570.0,31085.0,29945.0,30373.0,29476.0,0.0,3300.0,0.0,2158.0,0.0,1100.0,0.0,0.1155017325259878,0.0,0.072063046817605,0.0,0.0373172303830104,0,1,0.5664763631973667
